NumIters,Seconds,LearningRate,loss1/loss1,loss2/loss1,loss3/loss3/new,LOG OF LOSS
35720,5595.954475,0.00992539,10.0316,10.8327,0.00021896,-3.659635216
35760,5600.865322,0.0099253,10.4088,11.1564,1.77E-05,-4.751281467
35800,5605.781345,0.00992522,10.0429,11.103,3.34E-05,-4.475881811
35840,5610.691938,0.00992514,10.0994,11.0102,0.00286525,-2.542837479
35880,5615.607079,0.00992505,10.3244,10.8769,0.00178572,-2.748186637
35920,5620.520543,0.00992497,11.2811,11.2971,0.0190786,-1.719453497
35960,5625.425789,0.00992488,10.6898,11.3497,0.00298258,-2.525407899
36000,5781.543661,0.0099248,10.1822,11.3077,5.32E-05,-4.27408347
36040,5786.461485,0.00992472,10.6276,11.4598,0.000792654,-3.100916344
36080,5791.384502,0.00992463,9.97574,10.664,0.0012827,-2.891874905
36120,5796.294175,0.00992455,11.006,11.0569,9.27E-05,-4.032836882
36160,5801.207354,0.00992446,10.3244,11.1323,0.0071214,-2.14743462
36200,5806.123473,0.00992438,9.86404,10.5407,0.000176931,-3.752196068
36240,5811.034466,0.0099243,10.1656,10.5294,0.0135767,-1.867205778
36280,5815.954681,0.00992421,11.6325,11.485,0.0355747,-1.448858754
36320,5820.87133,0.00992413,11.2806,11.6811,0.0111357,-1.953282478
36360,5825.781912,0.00992404,10.8352,11.3757,0.00048061,-3.318207197
36400,5830.694902,0.00992396,10.7986,11.3457,0.000157022,-3.804039495
36440,5835.615203,0.00992388,10.3635,11.0208,0.000312155,-3.505629704
36480,5840.529658,0.00992379,9.83422,10.3972,0.000239389,-3.620895809
36520,5845.451794,0.00992371,10.5695,10.6428,0.000329327,-3.482372662
36560,5850.371543,0.00992362,10.5379,11.1071,0.00829234,-2.081322899
36600,5855.285835,0.00992354,9.95863,10.897,0.00353984,-2.451016368
36640,5860.198515,0.00992346,9.73085,10.4202,8.31E-05,-4.080538537
36680,5865.119438,0.00992337,10.3326,10.5444,0.000241534,-3.617021726
36720,5870.033182,0.00992329,11.0873,11.4501,0.0268788,-1.570590124
36760,5874.950293,0.0099232,11.2052,10.5523,0.00675656,-2.170274362
36800,5879.863329,0.00992312,11.0075,10.9065,0.0176031,-1.754410844
36840,5884.776553,0.00992304,11.0472,11.1251,0.0133472,-1.874609832
36880,5889.691748,0.00992295,10.0927,11.4004,0.000351125,-3.454538248
36920,5894.612257,0.00992287,9.45598,11.0964,0.0295836,-1.528948978
36960,5899.524029,0.00992278,10.302,10.7495,0.000129281,-3.888465297
37000,5904.435419,0.0099227,10.2161,11.5883,0.0035758,-2.44662678
37040,5909.354518,0.00992262,10.6575,11.2065,0.000277775,-3.556306844
37080,5914.265168,0.00992253,10.7955,11.283,8.55E-05,-4.068004425
37120,5919.177191,0.00992245,10.0138,10.2118,0.000200288,-3.69834507
37160,5924.092216,0.00992236,10.5672,11.6055,0.000360691,-3.442864694
37200,5929.002606,0.00992228,10.1369,10.1026,0.00013159,-3.880777113
37240,5933.919429,0.0099222,10.3881,10.8171,0.000152775,-3.815947708
37280,5938.833517,0.00992211,10.2121,10.5988,0.00194593,-2.710872786
37320,5943.745247,0.00992203,10.3922,10.8315,0.0008873,-3.051929518
37360,5948.656438,0.00992194,10.4983,11.5143,0.00158064,-2.801167032
37400,5953.573163,0.00992186,11.2174,11.5984,0.000167413,-3.776210821
37440,5958.485912,0.00992178,10.0263,10.5343,0.00102784,-2.988074485
37480,5963.402517,0.00992169,10.7714,11.1692,0.000672423,-3.17235744
37520,5968.316621,0.00992161,10.6628,11.103,0.000716194,-3.144969322
37560,5973.228293,0.00992153,10.1169,11.5744,0.00011279,-3.947729403
37600,5978.14487,0.00992144,10.5999,10.597,0.000256609,-3.590728116
37640,5983.060634,0.00992136,10.1474,10.6111,0.000817532,-3.087495239
37680,5987.971039,0.00992127,10.9246,10.8121,0.000191978,-3.716748537
37720,5992.881786,0.00992119,10.2778,11.4683,5.04E-05,-4.297467795
37760,5997.797652,0.00992111,10.4862,11.5945,6.04E-05,-4.219304735
37800,6002.71022,0.00992102,10.3868,11.0864,0.000471193,-3.32680117
37840,6007.624643,0.00992094,10.1339,11.2057,0.000107554,-3.968373433
37880,6012.539424,0.00992085,10.3282,11.1178,0.00303869,-2.517313603
37920,6017.452993,0.00992077,9.8353,10.97,0.000925556,-3.033597299
37960,6022.366443,0.00992069,9.96364,11.3426,0.000585341,-3.232591055
38000,6027.282441,0.0099206,10.1469,11.2298,5.80E-05,-4.236489648
38040,6032.209393,0.00992052,10.7532,10.6762,0.000513567,-3.28940289
38080,6037.125949,0.00992043,10.2513,11.3737,4.64E-05,-4.333623375
38120,6042.037167,0.00992035,9.83664,10.1606,1.42E-05,-4.848587243
38160,6046.946154,0.00992027,10.4223,10.9277,0.0324606,-1.488643457
38200,6051.857634,0.00992018,10.2931,10.9061,0.00101004,-2.995661427
38240,6056.773568,0.0099201,10.2469,11.0115,0.000346409,-3.460410833
38280,6061.683726,0.00992001,10.651,11.2819,0.00561597,-2.250575221
38320,6066.598158,0.00991993,10.3835,11.0502,0.00163237,-2.787181395
38360,6071.508159,0.00991985,10.0199,10.552,0.000668394,-3.174967457
38400,6076.420961,0.00991976,10.6683,10.9708,0.000995191,-3.00209356
38440,6081.331534,0.00991968,10.4328,10.8618,9.00E-05,-4.045765694
38480,6086.247541,0.00991959,10.5587,11.5953,0.000640211,-3.193676868
38520,6091.157404,0.00991951,10.4425,10.3545,7.51E-05,-4.124449129
38560,6096.070516,0.00991943,10.005,10.8079,0.000795629,-3.099289396
38600,6100.982622,0.00991934,10.5743,11.0555,0.000108949,-3.962776752
38640,6105.893468,0.00991926,10.0307,11.3865,0.00027434,-3.561710866
38680,6110.813053,0.00991917,9.90309,10.7431,0.00121749,-2.914534597
38720,6115.724243,0.00991909,9.90793,10.7885,0.00529552,-2.276091387
38760,6120.637187,0.00991901,11.0292,10.8902,0.00993417,-2.002868412
38800,6125.548313,0.00991892,10.6766,10.9316,0.000236366,-3.626414994
38840,6130.463627,0.00991884,10.6249,11.0346,0.00759212,-2.119636936
38880,6135.374221,0.00991875,10.7031,11.1286,0.000305527,-3.514950404
38920,6140.287775,0.00991867,10.9502,11.2367,0.000660302,-3.180257387
38960,6145.201817,0.00991858,10.289,11.1994,0.00124484,-2.904886465
39000,6150.116605,0.0099185,10.5355,11.3532,2.65E-05,-4.576439581
39040,6155.031407,0.00991842,10.4954,11.5767,0.00104324,-2.98161577
39080,6159.945923,0.00991833,10.3888,11.0853,0.000189613,-3.72213189
39120,6164.856361,0.00991825,9.52795,9.97295,2.12E-05,-4.673129794
39160,6169.772576,0.00991816,10.2287,10.3518,0.00124616,-2.904426193
39200,6174.68848,0.00991808,11.0087,11.3573,0.00018251,-3.738713335
39240,6179.597328,0.009918,9.97504,10.1918,0.00812812,-2.090009893
39280,6184.512066,0.00991791,10.1523,10.3144,0.000165961,-3.779993957
39320,6189.420477,0.00991783,9.99941,11.5938,0.00107545,-2.968409776
39360,6194.333646,0.00991774,10.736,11.3079,0.00437757,-2.358766901
39400,6199.245473,0.00991766,9.85788,10.6544,0.000359866,-3.443859183
39440,6204.156807,0.00991758,10.3102,11.2214,1.77E-05,-4.751149217
39480,6209.070559,0.00991749,10.708,11.0584,0.00357153,-2.447145698
39520,6213.984409,0.00991741,9.96199,11.6198,0.000139361,-3.855858746
39560,6218.896125,0.00991732,10.0638,11.0429,0.000177603,-3.750549703
39600,6223.798611,0.00991724,10.1386,10.4622,0.000102811,-3.987960417
39640,6228.713837,0.00991716,10.6928,11.1669,7.29E-05,-4.137327283
39680,6233.624183,0.00991707,9.52464,10.5792,0.000115293,-3.93819706
39720,6238.533122,0.00991699,10.22,11.1346,3.77E-05,-4.424163508
39760,6243.447424,0.0099169,9.93839,10.7702,6.55E-05,-4.183685108
39800,6248.36113,0.00991682,10.9052,11.5565,3.96E-05,-4.402059222
39840,6253.274582,0.00991674,10.3158,11.1939,0.000746441,-3.127004514
39880,6258.187702,0.00991665,9.70188,10.6631,1.55E-05,-4.810397407
39920,6263.104122,0.00991657,10.7614,10.5885,0.00198035,-2.703258047
39960,6268.014824,0.00991648,10.247,11.8399,2.80E-05,-4.553293559
40000,6424.314674,0.0099164,10.7253,11.1297,3.97E-05,-4.401572834
40040,6429.226255,0.00991632,10.3312,11.5455,3.31E-05,-4.480204809
40080,6434.135893,0.00991623,10.776,11.047,0.000181847,-3.740293859
40120,6439.045634,0.00991615,11.1623,11.5661,4.84E-05,-4.314721457
40160,6443.958299,0.00991606,10.424,11.0441,0.000354557,-3.450313936
40200,6448.87177,0.00991598,10.4958,11.2746,0.000151678,-3.819077407
40240,6453.782067,0.0099159,9.4435,10.6564,7.43E-05,-4.129208212
40280,6458.696683,0.00991581,10.1164,11.6183,0.000148059,-3.829565188
40320,6463.612588,0.00991573,10.2396,10.9202,0.000854809,-3.068130914
40360,6468.526858,0.00991564,10.2323,10.8551,7.97E-06,-5.098615248
40400,6473.440148,0.00991556,10.6329,10.7843,0.00100407,-2.998236009
40440,6478.350231,0.00991548,10.9639,11.781,0.000131264,-3.881854366
40480,6483.258386,0.00991539,10.266,10.609,0.000362501,-3.440690791
40520,6488.171854,0.00991531,10.1849,10.5326,2.46E-05,-4.609656713
40560,6493.08668,0.00991522,10.4994,11.056,0.00072152,-3.141751626
40600,6497.996008,0.00991514,10.1231,11.6739,0.000279037,-3.554338206
40640,6502.906993,0.00991506,10.273,10.9791,5.75E-05,-4.239995424
40680,6507.8185,0.00991497,11.0345,10.953,1.18E-05,-4.929958437
40720,6512.737439,0.00991489,10.4603,11.0944,2.50E-05,-4.602744979
40760,6517.649059,0.0099148,9.28756,10.6181,3.24E-05,-4.489925731
40800,6522.562796,0.00991472,10.3906,10.883,2.95E-05,-4.530356155
40840,6527.477286,0.00991464,11.2096,10.9081,9.11E-05,-4.040528821
40880,6532.389367,0.00991455,10.219,10.4158,1.33E-05,-4.875107953
40920,6537.296552,0.00991447,10.5209,11.1272,9.88E-05,-4.005075612
40960,6542.203942,0.00991438,10.7861,11.2003,0.000688131,-3.162328877
41000,6547.11705,0.0099143,10.8395,11.3278,0.000118017,-3.928055429
41040,6552.030027,0.00991421,10.4613,11.0483,3.06E-05,-4.514615069
41080,6556.941292,0.00991413,10.5696,11.01,1.44E-05,-4.842050888
41120,6561.855156,0.00991405,10.3899,10.8811,0.00514331,-2.288757299
41160,6566.767666,0.00991396,10.1613,10.9667,0.00181679,-2.740695269
41200,6571.678435,0.00991388,10.9433,11.0639,0.000358173,-3.445907155
41240,6576.591395,0.00991379,10.3453,11.4125,6.24E-05,-4.204590665
41280,6581.498319,0.00991371,11.2055,11.7407,0.000441427,-3.355141107
41320,6586.407664,0.00991363,10.6599,11.2136,0.00018676,-3.728716135
41360,6591.320273,0.00991354,10.7391,11.6712,7.46E-05,-4.127026042
41400,6596.232019,0.00991346,10.4485,11.3913,0.000849569,-3.070801343
41440,6601.140709,0.00991337,10.4879,10.9366,0.000214322,-3.668933247
41480,6606.057716,0.00991329,9.95345,10.5751,0.0001673,-3.776504059
41520,6610.974364,0.00991321,10.6287,11.0067,0.000126682,-3.897285089
41560,6615.891854,0.00991312,9.93007,10.306,3.53E-05,-4.452161324
41600,6620.803078,0.00991304,10.3607,11.1645,1.32E-05,-4.88072761
41640,6625.718352,0.00991295,11.2425,11.7999,0.00013633,-3.865408565
41680,6630.639969,0.00991287,10.4037,10.5697,6.45E-05,-4.190568909
41720,6635.555296,0.00991279,10.1548,11.3533,0.0201638,-1.695427619
41760,6640.468851,0.0099127,9.7791,11.5471,0.000205403,-3.687393218
41800,6645.380719,0.00991262,10.4606,11.417,0.000257692,-3.588899064
41840,6650.29655,0.00991253,9.1116,10.3704,5.30E-06,-5.275619257
41880,6655.208391,0.00991245,10.8114,11.2551,3.75E-05,-4.425611021
41920,6660.11545,0.00991237,10.4973,10.7477,0.000222127,-3.653398649
41960,6665.029859,0.00991228,9.30288,10.7575,7.32E-05,-4.135305628
42000,6669.948991,0.0099122,10.2259,11.4943,0.00272307,-2.564941194
42040,6674.856258,0.00991211,10.2647,10.5837,0.000468533,-3.329259815
42080,6679.769416,0.00991203,10.8277,11.2192,0.000114636,-3.940678976
42120,6684.683669,0.00991195,10.2643,10.533,0.00074714,-3.126598012
42160,6689.59439,0.00991186,11.1399,10.8667,0.0110789,-1.955503358
42200,6694.50808,0.00991178,10.6492,11.4386,0.000400423,-3.397480985
42240,6699.423711,0.00991169,9.60397,11.4941,0.000906991,-3.042397022
42280,6704.331993,0.00991161,10.3127,11.0656,0.000335337,-3.474518525
42320,6709.248015,0.00991153,10.7503,11.3263,0.000513137,-3.289766669
42360,6714.159728,0.00991144,10.4783,11.424,0.000614622,-3.211391899
42400,6719.067931,0.00991136,10.9945,11.2517,0.000997754,-3.000976522
42440,6723.981022,0.00991127,10.801,11.1395,0.0069881,-2.155640889
42480,6728.893521,0.00991119,11.3109,11.0333,0.00997205,-2.001215553
42520,6733.808851,0.00991111,10.3571,11.0256,0.00026529,-3.57627912
42560,6738.723806,0.00991102,10.1656,11.4534,0.000359454,-3.444356679
42600,6743.636689,0.00991094,10.4705,10.9315,0.001608,-2.793713956
42640,6748.554084,0.00991085,10.3146,10.6333,0.00207048,-2.68392896
42680,6753.469891,0.00991077,10.7869,11.5241,4.93E-05,-4.307356621
42720,6758.38143,0.00991068,10.204,10.6287,0.000222382,-3.652900368
42760,6763.288367,0.0099106,10.4766,11.1753,5.28E-05,-4.27776354
42800,6768.202267,0.00991052,10.2491,10.4803,0.000208075,-3.681780097
42840,6773.115357,0.00991043,10.0393,10.9311,6.61E-05,-4.179498383
42880,6778.0202,0.00991035,10.3398,11.5317,0.000594496,-3.225851063
42920,6782.92955,0.00991026,10.1936,10.7579,0.000328857,-3.482992909
42960,6787.839676,0.00991018,9.84207,11.0469,3.41E-05,-4.467059717
43000,6792.748353,0.0099101,10.3431,10.576,3.25E-05,-4.487509052
43040,6797.659967,0.00991001,10.2149,11.0636,0.000104109,-3.982511725
43080,6802.568813,0.00990993,11.1658,11.1434,0.00015649,-3.805513409
43120,6807.477436,0.00990984,10.467,11.2314,0.000119715,-3.92185143
43160,6812.392088,0.00990976,10.3812,11.4012,0.000124309,-3.905497427
43200,6817.302795,0.00990968,10.3899,11.0901,0.000418032,-3.378790472
43240,6822.206858,0.00990959,10.3349,11.1194,6.49E-05,-4.187865062
43280,6827.119893,0.00990951,9.85721,10.4278,4.57E-05,-4.340552559
43320,6832.035694,0.00990942,10.8078,11.0759,6.52E-06,-5.18604092
43360,6836.947123,0.00990934,10.2459,10.4978,1.57E-05,-4.803091854
43400,6841.858113,0.00990925,10.6834,10.8203,5.06E-05,-4.295750791
43440,6846.775067,0.00990917,10.835,11.0321,0.000139545,-3.85528572
43480,6851.689805,0.00990909,9.81719,10.7846,0.000101889,-3.9918727
43520,6856.602941,0.009909,9.90991,10.6411,0.00015377,-3.813128386
43560,6861.516106,0.00990892,10.7413,11.563,0.000245494,-3.609959118
43600,6866.424704,0.00990883,9.86036,10.95,1.41E-05,-4.849768714
43640,6871.342218,0.00990875,10.4041,10.9869,0.00129366,-2.88817985
43680,6876.254527,0.00990867,10.5297,10.9121,6.47E-05,-4.188864202
43720,6881.16136,0.00990858,11.0397,10.7399,3.84E-05,-4.415647288
43760,6886.073804,0.0099085,9.90083,10.4658,0.000381176,-3.418874452
43800,6890.990803,0.00990841,10.5704,11.1626,3.53E-05,-4.452386493
43840,6895.904891,0.00990833,10.215,11.0557,0.000124812,-3.903743658
43880,6900.820696,0.00990825,10.2863,10.8598,0.000327897,-3.484262557
43920,6905.72934,0.00990816,10.4787,11.1736,0.00116362,-2.934188823
43960,6910.642187,0.00990808,9.8998,10.9558,2.11E-05,-4.676663319
44000,7066.783151,0.00990799,10.7441,11.0421,2.02E-05,-4.69423818
44040,7071.691107,0.00990791,9.94205,10.8171,0.000309642,-3.509140136
44080,7076.599284,0.00990782,9.7773,10.4763,0.000139583,-3.855167472
44120,7081.502739,0.00990774,10.4747,10.6804,7.54E-05,-4.122705843
44160,7086.41016,0.00990766,10.2686,10.9992,0.000102469,-3.989407502
44200,7091.322183,0.00990757,10.1342,11.1073,4.74E-05,-4.324562631
44240,7096.22791,0.00990749,9.93029,10.7007,8.18E-05,-4.087306695
44280,7101.138909,0.0099074,10.294,11.4734,0.000228111,-3.641853772
44320,7106.045469,0.00990732,10.0014,11.1284,0.000244194,-3.612265011
44360,7110.954585,0.00990724,10.5314,11.1796,0.000116715,-3.932873326
44400,7115.86178,0.00990715,9.98746,10.5411,0.000807077,-3.093085029
44440,7120.770173,0.00990707,10.0463,10.5679,1.80E-05,-4.744638232
44480,7125.67499,0.00990698,10.9165,10.6029,0.000216617,-3.664307463
44520,7130.585038,0.0099069,10.9288,10.8396,0.000738642,-3.131566002
44560,7135.492657,0.00990682,10.4698,11.1353,0.00435857,-2.360655975
44600,7140.398216,0.00990673,10.818,11.3731,0.000290306,-3.537143988
44640,7145.308904,0.00990665,10.6734,10.923,9.76E-05,-4.010617379
44680,7150.219681,0.00990656,10.0366,11.0171,0.00153537,-2.813786949
44720,7155.123803,0.00990648,10.1554,10.7853,6.42E-05,-4.192502856
44760,7160.032065,0.0099064,10.2923,11.1541,0.000717231,-3.144340948
44800,7164.939804,0.00990631,9.97035,10.8251,0.0016484,-2.782937394
44840,7169.846534,0.00990623,10.4092,11.4874,0.000216965,-3.663610319
44880,7174.752362,0.00990614,10.6091,11.1185,4.88E-05,-4.311731495
44920,7179.667147,0.00990606,10.1912,10.0852,0.0011734,-2.930553916
44960,7184.573126,0.00990597,10.1827,11.7173,0.000457914,-3.339216078
45000,7189.485828,0.00990589,10.6207,11.4982,0.001068,-2.971428747
45040,7194.393561,0.00990581,10.4394,10.4643,9.25E-05,-4.034042353
45080,7199.301622,0.00990572,10.7438,11.1262,0.000122498,-3.911871002
45120,7204.20971,0.00990564,11.0872,11.1466,6.88E-05,-4.162403356
45160,7209.117375,0.00990555,10.5695,10.6139,6.02E-05,-4.220547817
45200,7214.025415,0.00990547,11.1019,11.5016,0.000171764,-3.765067855
45240,7218.93319,0.00990539,10.4284,10.8832,5.90E-05,-4.228966947
45280,7223.840331,0.0099053,10.0168,10.1257,0.000278107,-3.55578808
45320,7228.756751,0.00990522,10.0633,11.3173,8.22E-05,-4.084959675
45360,7233.671532,0.00990513,10.1363,11.1141,0.000783015,-3.106229918
45400,7238.581166,0.00990505,10.5093,11.2979,0.000483996,-3.315158228
45440,7243.485859,0.00990496,10.6999,10.9312,0.00038121,-3.418835715
45480,7248.396209,0.00990488,10.7124,11.221,0.010725,-1.969602699
45520,7253.308267,0.0099048,10.5463,10.8543,0.00690009,-2.161145245
45560,7258.216883,0.00990471,10.3682,10.9597,0.000602223,-3.220242662
45600,7263.12329,0.00990463,9.91755,10.4903,0.000501978,-3.299315316
45640,7268.032399,0.00990454,10.1384,10.9238,0.016976,-1.770164633
45680,7272.938315,0.00990446,10.2186,10.9378,0.00174469,-2.758281728
45720,7277.847579,0.00990438,10.6083,10.9971,0.00178292,-2.748868143
45760,7282.760244,0.00990429,10.1289,11.4555,0.0013667,-2.864326806
45800,7287.669113,0.00990421,10.6407,11.4182,0.000833517,-3.079085538
45840,7292.575919,0.00990412,10.4814,10.5702,0.000252806,-3.597212623
45880,7297.485877,0.00990404,9.8001,11.145,0.000381508,-3.418496351
45920,7302.390365,0.00990396,10.6923,10.5067,0.000561837,-3.250389664
45960,7307.296576,0.00990387,10.1294,11.1787,0.000980999,-3.008331435
46000,7312.208815,0.00990379,10.6776,10.9568,0.00106664,-2.971982134
46040,7317.11651,0.0099037,10.6542,11.3833,0.000217275,-3.662990241
46080,7322.025853,0.00990362,10.3291,11.3706,0.000907523,-3.04214236
46120,7326.933834,0.00990353,10.6013,10.9593,0.025309,-1.596725014
46160,7331.836971,0.00990345,11.2243,11.5337,0.0166677,-1.778124325
46200,7336.747089,0.00990337,10.8825,10.4967,0.000386064,-3.413340694
46240,7341.654492,0.00990328,10.525,10.6481,0.000993851,-3.002678721
46280,7346.556486,0.0099032,10.6018,10.2965,0.0062053,-2.207237217
46320,7351.476374,0.00990311,10.8869,11.4207,0.000204054,-3.690254887
46360,7356.383814,0.00990303,9.92021,10.9619,0.000144032,-3.841541009
46400,7361.290065,0.00990295,9.92519,10.9622,0.00143149,-2.844211681
46440,7366.199164,0.00990286,10.7116,10.5468,0.0145741,-1.836418255
46480,7371.107777,0.00990278,10.6814,11.4882,0.0106286,-1.973523937
46520,7376.016904,0.00990269,10.8944,11.4395,0.000304219,-3.516813666
46560,7380.924965,0.00990261,9.67735,11.0627,0.00138764,-2.85772319
46600,7385.835656,0.00990252,11.0057,11.0467,0.0107566,-1.968324981
46640,7390.739858,0.00990244,10.0875,11.0574,0.00112315,-2.949562239
46680,7395.648473,0.00990236,10.823,11.6685,0.0399835,-1.398119192
46720,7400.558638,0.00990227,10.318,11.1205,0.0153049,-1.815169504
46760,7405.465391,0.00990219,10.6503,11.3499,0.000251112,-3.600132533
46800,7410.376908,0.0099021,10.3265,11.0551,0.00408952,-2.388327664
46840,7415.286697,0.00990202,10.3572,11.0052,0.000103106,-3.986716061
46880,7420.194591,0.00990194,10.2337,11.2306,0.049667,-1.303932072
46920,7425.103433,0.00990185,10.7238,10.8848,0.00249407,-2.603091362
46960,7430.013862,0.00990177,10.8313,11.3907,0.0135663,-1.867538583
47000,7434.922088,0.00990168,10.6428,11.2767,0.0210903,-1.675917243
47040,7439.8293,0.0099016,10.3203,11.2041,0.002277,-2.642636969
47080,7444.739384,0.00990152,10.6405,10.7044,0.00382212,-2.417695682
47120,7449.64224,0.00990143,9.69809,10.8016,0.00190087,-2.721047583
47160,7454.547182,0.00990135,10.151,10.4763,0.0119823,-1.921459811
47200,7459.457942,0.00990126,10.4319,10.6873,0.000771771,-3.112511544
47240,7464.367436,0.00990118,10.2396,10.6454,0.000248792,-3.604163589
47280,7469.281231,0.00990109,11.198,11.8995,0.00120182,-2.920160573
47320,7474.192366,0.00990101,10.3623,11.1865,0.000404042,-3.393573488
47360,7479.101051,0.00990093,10.5692,11.3492,0.301543,-0.520650749
47400,7484.011363,0.00990084,9.92988,11.4269,0.0599415,-1.222272393
47440,7488.924934,0.00990076,9.83501,11.0245,0.000976017,-3.010542618
47480,7493.830337,0.00990067,11.3293,11.7764,0.000439637,-3.356905764
47520,7498.740173,0.00990059,10.9317,11.0831,0.000934777,-3.029291982
47560,7503.651616,0.0099005,10.5898,11.433,0.000776795,-3.109693579
47600,7508.556207,0.00990042,9.80447,10.9056,0.00459875,-2.337360199
47640,7513.468566,0.00990034,10.183,11.0788,0.000971054,-3.012756618
47680,7518.379613,0.00990025,10.3013,10.828,0.00280033,-2.552790787
47720,7523.287985,0.00990017,10.4194,11.035,0.000791469,-3.101566091
47760,7528.194971,0.00990008,10.8406,11.1502,0.00570598,-2.243669755
47800,7533.103692,0.0099,10.7064,11.7795,0.00568034,-2.245625669
47840,7538.008951,0.00989992,10.7603,10.8929,4.55E-05,-4.342073562
47880,7542.914342,0.00989983,10.3708,11.2427,0.00531596,-2.274418296
47920,7547.818726,0.00989975,10.117,10.6243,0.00028447,-3.545963527
47960,7552.724161,0.00989966,11.6411,11.7578,0.000181377,-3.741417786
48000,7708.856706,0.00989958,10.2418,10.7224,0.000175291,-3.756240381
48040,7713.765609,0.0098995,10.6191,10.8531,0.000316087,-3.500193365
48080,7718.680312,0.00989941,10.7877,10.8155,0.000372558,-3.428806106
48120,7723.59537,0.00989933,11.1327,11.3828,0.00216639,-2.664263358
48160,7728.510751,0.00989924,10.2609,10.9687,0.030548,-1.515017218
48200,7733.424741,0.00989916,10.2304,11.0848,0.00183212,-2.737046084
48240,7738.337171,0.00989907,10.769,11.6213,3.12E-05,-4.505555973
48280,7743.254969,0.00989899,10.0927,11.0021,8.68E-05,-4.061370714
48320,7748.16652,0.00989891,9.48526,10.8321,0.000170816,-3.767471452
48360,7753.079542,0.00989882,10.3194,10.5981,0.00147468,-2.83130221
48400,7757.994161,0.00989874,10.3646,11.2839,0.000148139,-3.829330591
48440,7762.907348,0.00989865,10.4437,11.0653,0.000215311,-3.666933782
48480,7767.817355,0.00989857,9.09218,10.3678,1.56E-05,-4.807722545
48520,7772.728046,0.00989848,10.3347,11.3244,0.0299953,-1.52294679
48560,7777.637243,0.0098984,10.2902,11.2253,0.000312817,-3.504709653
48600,7782.546153,0.00989832,10.4966,10.9363,0.000238251,-3.622965268
48640,7787.460739,0.00989823,10.8002,10.8973,0.000879454,-3.055786871
48680,7792.371862,0.00989815,10.4957,11.4931,0.00123825,-2.907191663
48720,7797.284329,0.00989806,9.93563,10.4255,0.000180503,-3.743515576
48760,7802.196989,0.00989798,10.373,11.7939,0.000134949,-3.869830329
48800,7807.111976,0.0098979,10.407,11.4576,0.000159832,-3.796336266
48840,7812.017348,0.00989781,9.89907,10.6235,2.32E-05,-4.633799384
48880,7816.93261,0.00989773,9.85119,10.9899,0.000108894,-3.962996049
48920,7821.849689,0.00989764,10.3929,10.7608,0.000801859,-3.095901992
48960,7826.758115,0.00989756,10.0377,11.1,0.000851545,-3.069792397
49000,7831.683634,0.00989747,11.2631,11.8263,0.0376715,-1.423987087
49040,7836.60003,0.00989739,9.63605,10.4308,0.000872312,-3.059328153
49080,7841.509515,0.00989731,9.93899,11.1314,0.00191608,-2.717586362
49120,7846.421252,0.00989722,10.7657,10.8432,0.00132644,-2.87731239
49160,7851.340793,0.00989714,10.7345,10.9931,0.000324013,-3.489437565
49200,7856.249472,0.00989705,9.45708,10.7178,0.000412401,-3.38468029
49240,7861.162808,0.00989697,10.302,10.7115,0.00185483,-2.731695888
49280,7866.071761,0.00989688,10.5738,11.2871,0.000571918,-3.242666235
49320,7870.978975,0.0098968,10.0042,11.1372,3.90E-05,-4.409321976
49360,7875.894984,0.00989672,10.4149,11.0158,0.000207632,-3.682705713
49400,7880.804818,0.00989663,10.6986,10.8744,9.67E-05,-4.014678632
49440,7885.714941,0.00989655,10.792,10.9533,0.000101505,-3.993512564
49480,7890.629642,0.00989646,9.58393,10.1588,0.000350528,-3.455277285
49520,7895.547281,0.00989638,9.94324,10.7343,6.56E-05,-4.183381591
49560,7900.459076,0.0098963,10.3923,11.5134,8.59E-06,-5.065964369
49600,7905.370228,0.00989621,10.1814,10.8702,1.78E-05,-4.749336081
49640,7910.282466,0.00989613,10.1487,11.1339,0.00021291,-3.67180394
49680,7915.194135,0.00989604,10.4198,11.2104,0.00470793,-2.327170003
49720,7920.104523,0.00989596,11.216,11.2834,0.00079139,-3.101609442
49760,7925.015674,0.00989587,9.94591,10.8013,0.000642581,-3.19207212
49800,7929.933703,0.00989579,10.0429,10.947,0.00105381,-2.977237685
49840,7934.85108,0.00989571,10.2151,11.0009,0.00118734,-2.925424901
49880,7939.765472,0.00989562,10.4693,11.186,0.000161986,-3.790522519
49920,7944.671337,0.00989554,10.5033,11.1166,0.000183224,-3.73701764
49960,7949.585476,0.00989545,9.87726,10.3134,4.39E-05,-4.357880876
50000,7954.499648,0.00989537,10.4512,11.1985,0.00102821,-2.987918177
50040,7959.408501,0.00989528,10.1111,11.1228,0.00129263,-2.888525769
50080,7964.323867,0.0098952,9.58167,10.8331,0.0133681,-1.873930314
50120,7969.238762,0.00989512,10.6592,10.9824,0.000510327,-3.292151454
50160,7974.145218,0.00989503,9.6828,10.5973,1.67E-05,-4.776605311
50200,7979.058113,0.00989495,10.5537,10.9316,6.83E-05,-4.165447693
50240,7983.969771,0.00989486,10.5066,11.0754,0.000112661,-3.948226398
50280,7988.883974,0.00989478,10.2835,11.1004,0.00805588,-2.093887012
50320,7993.793367,0.0098947,10.7199,11.5803,0.00258819,-2.587003845
